Title,Channel Name,Channel Logo,Thumbnail URL,Video URL,Views,Time Uploaded
Viral Phonk/Funk Songs 2026 Playlist 🎵,RAVE PHONKS,https://yt3.ggpht.com/G_6BJr6p-zNVoc48Ok2iKaIeZMYjBB-sHkNwbpvuPrk6_WfsK2fy_8jgve48Jfnxmzqxh1p8rg=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/1sFHL3anIeE/hqdefault_933.jpg?sqp=-oaymwErCNACELwBSFryq4qpAx0IARUAAIhCGAHYAQHiAQoIGBACGAY4AUABuALzGA==&rs=AOn4CLATe2w6M2YT1ite9r6JxUkwRMOs3w,https://www.youtube.com/watch?v=1sFHL3anIeE&list=RD1sFHL3anIeE&start_radio=1&pp=ygULcGhvbmsgc29uZ3OgBwE%3D,1.2M views,3 months ago
Aura Viral Phonk Music Mix 2026 TESTOSTERONE GYM PUMP,Global Phonk Empire,https://yt3.ggpht.com/ficKatdq8U3P2AFBrFg7L206EFFWJQ-S-Xh1nd3xINF2Zxf1WFdBgVPKXAmme2l5VgZHqgAIMWY=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/WFijNnoJXkQ/hqdefault_0.jpg?sqp=-oaymwErCNACELwBSFryq4qpAx0IARUAAIhCGAHYAQHiAQoIGBACGAY4AUABuALzGA==&rs=AOn4CLAjmm_mK__CDvBM-Fp51CTmdC5TUw,https://www.youtube.com/watch?v=WFijNnoJXkQ&list=RDWFijNnoJXkQ&start_radio=1&pp=ygULcGhvbmsgc29uZ3OgBwE%3D,522K views,4 months ago
🔥 BEST VIRAL PHONK 2026 PLAYLIST - Aggressive Brazilian Phonk & Drift Mix 🌌🏎️,PHONK_MUSIC_RA,https://yt3.ggpht.com/083CvCSKd1ojAB5ok2l8Fc3lxO6RJFhK9Trqb2Egf-lqwc2H31eAp_-2CV9ob7XQnckd7rAUPQ=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/PLlLlYze6c8/hqdefault_29900.jpg?sqp=-oaymwErCNACELwBSFryq4qpAx0IARUAAIhCGAHYAQHiAQoIGBACGAY4AUABuALzGA==&rs=AOn4CLBAS36AjeIbnaPIBTMc8w6HFa1UDw,https://www.youtube.com/watch?v=PLlLlYze6c8&list=RDPLlLlYze6c8&start_radio=1&pp=ygULcGhvbmsgc29uZ3OgBwE%3D,1.1M views,1 month ago
Top 10 Viral AURA Phonk Songs | Part 14,AR Trap Edition,https://yt3.ggpht.com/cU7-_O4J1ndJRQsHJiE_4wXHdrf4n1fgjULz5blMPr3AI1M9nzmUxYZG8UpVdpTZkH-kW6FhyQ=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/MbRr9mH69Mk/hqdefault_5933.jpg?sqp=-oaymwErCNACELwBSFryq4qpAx0IARUAAIhCGAHYAQHiAQoIGBACGAY4AUABuALzGA==&rs=AOn4CLD8l9GKH0MA-wVKBKvm_eHYTCBx5w,https://www.youtube.com/watch?v=MbRr9mH69Mk&list=RDMbRr9mH69Mk&start_radio=1&pp=ygULcGhvbmsgc29uZ3OgBwE%3D,112K views,1 month ago
AURA = ♾️ | 1 HOUR VIRAL AURA MUSIC PLAYLIST 2026 🔥 TRENDING PHONK HITS,EMPIRE PHONK,https://yt3.ggpht.com/QI8xVVy1KgjW9EfXUY48Znuy65RvfTSiTuCdFtg1kXhnHfRywIwLmg_fVu6J1rra6yw8gu33GA=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/8YWtavdQ9OY/hqdefault_11866.jpg?sqp=-oaymwErCNACELwBSFryq4qpAx0IARUAAIhCGAHYAQHiAQoIGBACGAY4AUABuALzGA==&rs=AOn4CLBXuToyEn2Irb-7E7QJRvrppib44w,https://www.youtube.com/watch?v=8YWtavdQ9OY&list=RD8YWtavdQ9OY&start_radio=1&pp=ygULcGhvbmsgc29uZ3OgBwE%3D,643K views,2 weeks ago
AURA = ♾️ | 1 HOUR VIRAL AURA MUSIC PLAYLIST 2026 🔥 TRENDING PHONK HITS,EMPIRE PHONK,https://yt3.ggpht.com/QI8xVVy1KgjW9EfXUY48Znuy65RvfTSiTuCdFtg1kXhnHfRywIwLmg_fVu6J1rra6yw8gu33GA=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/Zjp6rfXDqJw/hqdefault_0.jpg?sqp=-oaymwErCNACELwBSFryq4qpAx0IARUAAIhCGAHYAQHiAQoIGBACGAY4AUABuALzGA==&rs=AOn4CLCAHGU2w-hr7qtNQOjAihu4pftTHg,https://www.youtube.com/watch?v=Zjp6rfXDqJw&list=RDZjp6rfXDqJw&start_radio=1&pp=ygULcGhvbmsgc29uZ3OgBwE%3D,709K views,1 month ago
TOP MOST VIRAL PHONK/FUNK 2026 🎵 PLAYLIST 🎵,LolyN,https://yt3.ggpht.com/UJlfioIRIqFAjQ7AV0v8HcqeuI-lXZKhRoMOvikZKmbNZYvYE1g1_HATvtrxbgjDVDXXI86L6g=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/2hLq-wJ6GIc/hqdefault_13000.jpg?sqp=-oaymwErCNACELwBSFryq4qpAx0IARUAAIhCGAHYAQHiAQoIGBACGAY4AUABuALzGA==&rs=AOn4CLAcauLhD2i5TkfgfH-QY3XvzGLcMw,https://www.youtube.com/watch?v=2hLq-wJ6GIc&list=RD2hLq-wJ6GIc&start_radio=1&pp=ygULcGhvbmsgc29uZ3OgBwE%3D,30K views,2 days ago
TOP 10 VIRAL PHONK/FUNK 2026 🔥 BRAZILIAN PHONK MIX,PHONK MANIA,https://yt3.ggpht.com/Z6fMNZ6UjKlqQQiu9Ia-SHULaqPjL-_UEB1mXFY_OO7HD8ELPADEUWo0l61vVgdhxZFHaHiHnCk=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/wr728MnWcoY/hqdefault_6966.jpg?sqp=-oaymwErCNACELwBSFryq4qpAx0IARUAAIhCGAHYAQHiAQoIGBACGAY4AUABuALzGA==&rs=AOn4CLBu-Jal0lZeYHr9oBRbqkxO_4idTA,https://www.youtube.com/watch?v=wr728MnWcoY&list=RDwr728MnWcoY&start_radio=1&pp=ygULcGhvbmsgc29uZ3OgBwHSBwkJPgsBhyohjO8%3D,491K views,3 months ago
AURA = ♾️ | 1 HOUR VIRAL AURA MUSIC PLAYLIST 2026 🔥 TRENDING PHONK HITS,EMPIRE PHONK,https://yt3.ggpht.com/QI8xVVy1KgjW9EfXUY48Znuy65RvfTSiTuCdFtg1kXhnHfRywIwLmg_fVu6J1rra6yw8gu33GA=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/_Iyegr79Wks/hqdefault_27866.jpg?sqp=-oaymwErCNACELwBSFryq4qpAx0IARUAAIhCGAHYAQHiAQoIGBACGAY4AUABuALzGA==&rs=AOn4CLC0vArxOHwQwsfFGICQVTpwf7OsQw,https://www.youtube.com/watch?v=_Iyegr79Wks&list=RD_Iyegr79Wks&start_radio=1&pp=ygULcGhvbmsgc29uZ3OgBwE%3D,330K views,11 days ago
TOP MOST VIRAL PHONK/FUNK 2026 🎵 PLAYLIST 🎵,LolyN,https://yt3.ggpht.com/UJlfioIRIqFAjQ7AV0v8HcqeuI-lXZKhRoMOvikZKmbNZYvYE1g1_HATvtrxbgjDVDXXI86L6g=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/2hLq-wJ6GIc/hqdefault_13000.jpg?sqp=-oaymwErCNACELwBSFryq4qpAx0IARUAAIhCGAHYAQHiAQoIGBACGAY4AUABuALzGA==&rs=AOn4CLAcauLhD2i5TkfgfH-QY3XvzGLcMw,https://www.youtube.com/watch?v=2hLq-wJ6GIc&list=RD2hLq-wJ6GIc&start_radio=1&pp=ygULcGhvbmsgc29uZ3OgBwE%3D,30K views,2 days ago
AURA = ♾️ | 1 HOUR VIRAL AURA MUSIC PLAYLIST 2026 🔥 TRENDING PHONK ON JUNE 2026,EMPIRE PHONK,https://yt3.ggpht.com/QI8xVVy1KgjW9EfXUY48Znuy65RvfTSiTuCdFtg1kXhnHfRywIwLmg_fVu6J1rra6yw8gu33GA=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/tmaoQfgo-G8/hqdefault_8866.jpg?sqp=-oaymwErCNACELwBSFryq4qpAx0IARUAAIhCGAHYAQHiAQoIGBACGAY4AUABuALzGA==&rs=AOn4CLBKAQwUSTjUjBjWsqUkDm8VyWqYBw,https://www.youtube.com/watch?v=tmaoQfgo-G8&list=RDtmaoQfgo-G8&start_radio=1&pp=ygULcGhvbmsgc29uZ3OgBwE%3D,253K views,9 days ago
𝗛𝗢𝗧 𝗣𝗵𝗼𝗻𝗸 𝗔𝘂𝗱𝗶𝗼𝘀 𝗧𝗵𝗮𝘁 𝗚𝗶𝘃𝗲𝘀 𝗠𝗮𝗶𝗻 𝗖𝗵𝗮𝗿𝗮𝗰𝘁𝗲𝗿 𝗩𝗶𝗯𝗲🔥🍷🌝 #audio #phonk #100k #viralvideo,★ 𝗗𝗮𝗺𝗺𝘆_𝘅 ★,https://yt3.ggpht.com/roBblpJg0HIbJefHeGoq42dprTII2RtV031ry_apyXGylUrMw9DUz14x1Ck08_jO9ujEayFyFw=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/9s0oQ_sQgo4/hqdefault_26866.jpg?sqp=-oaymwErCNACELwBSFryq4qpAx0IARUAAIhCGAHYAQHiAQoIGBACGAY4AUABuALzGA==&rs=AOn4CLBm2Nk-LSJIp3t3eyH6UXwbpAVnzQ,https://www.youtube.com/watch?v=9s0oQ_sQgo4&list=RD9s0oQ_sQgo4&start_radio=1&pp=ygULcGhvbmsgc29uZ3OgBwE%3D,1.6M views,4 months ago
AURA = ♾️ | 1 HOUR VIRAL AURA MUSIC PLAYLIST 2026 🔥 TRENDING PHONK HITS,PHONK ABSOLUTE,https://yt3.ggpht.com/bn2CsEAMD6E_Ibzr3gYGXKF_wCqYZM2_q9Ym0pjDa0ApowuUj64Urao9uMPa-TwHpx9CIMDLUw=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/PFgekLhlSVk/hqdefault_24933.jpg?sqp=-oaymwErCNACELwBSFryq4qpAx0IARUAAIhCGAHYAQHiAQoIGBACGAY4AUABuALzGA==&rs=AOn4CLAgQ0SZDReWJP-YZlDhPgX9XGAD4w,https://www.youtube.com/watch?v=PFgekLhlSVk&list=RDPFgekLhlSVk&start_radio=1&pp=ygULcGhvbmsgc29uZ3OgBwE%3D,300K views,3 months ago
15 PHONK in 15 COUNTRIES (pt. 2),PACIL,https://yt3.ggpht.com/rqYjMS0gwfkpmSvHCFcbFP9e8mA2amTZvgIG0SCigAeGSo_vlIMcYBREp8zPYfxtzWRFfOwXuw=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/o1agzewkITw/hqdefault.jpg,https://www.youtube.com/watch?v=o1agzewkITw&list=RDo1agzewkITw&start_radio=1&t=27s&pp=ygULcGhvbmsgc29uZ3OgBwE%3D,6.4M views,4 weeks ago
45MIN⚡TOP PHONK MUSIC 2025⚡TRENDING PHONK HITS,Shinwa,https://yt3.ggpht.com/W7KHNwPd_i099GzU2MsO6l9utbqnQIXH__g6XxfFOvTtJ03wQoV0wsNxp31ZGmjHIRKcCK09=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/sNOmm-7j1j0/hqdefault_30000.jpg?sqp=-oaymwErCNACELwBSFryq4qpAx0IARUAAIhCGAHYAQHiAQoIGBACGAY4AUABuALzGA==&rs=AOn4CLBlLpNtectGkzGAcADCo32-HDevHg,https://www.youtube.com/watch?v=sNOmm-7j1j0&list=RDsNOmm-7j1j0&start_radio=1&pp=ygULcGhvbmsgc29uZ3OgBwE%3D,13M views,6 months ago
AURA = ♾️ | 1 HOUR VIRAL AURA MUSIC PLAYLIST 2026 🔥 BOUNCE PHONK MIX to BOOST YOUR AURA,EMPIRE PHONK,https://yt3.ggpht.com/QI8xVVy1KgjW9EfXUY48Znuy65RvfTSiTuCdFtg1kXhnHfRywIwLmg_fVu6J1rra6yw8gu33GA=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/tw78GliXVFc/hqdefault_966.jpg?sqp=-oaymwErCNACELwBSFryq4qpAx0IARUAAIhCGAHYAQHiAQoIGBACGAY4AUABuALzGA==&rs=AOn4CLAXTj4pvakgy0meVCZOvGyRBK10yg,https://www.youtube.com/watch?v=tw78GliXVFc&list=RDtw78GliXVFc&start_radio=1&pp=ygULcGhvbmsgc29uZ3OgBwE%3D,286K views,6 days ago
1 HOUR ⚡ VIRAL PHONK/FUNK SONGS 2026 | TRENDING PHONK ON JUNE 2026,PHONK ABSOLUTE,https://yt3.ggpht.com/bn2CsEAMD6E_Ibzr3gYGXKF_wCqYZM2_q9Ym0pjDa0ApowuUj64Urao9uMPa-TwHpx9CIMDLUw=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/kqbcxhnUfkE/hqdefault_3000.jpg?sqp=-oaymwErCNACELwBSFryq4qpAx0IARUAAIhCGAHYAQHiAQoIGBACGAY4AUABuALzGA==&rs=AOn4CLC6CFgURpeyLUm9b7bz4En2MAYYvQ,https://www.youtube.com/watch?v=kqbcxhnUfkE&list=RDkqbcxhnUfkE&start_radio=1&pp=ygULcGhvbmsgc29uZ3OgBwE%3D,66K views,3 days ago
Aura Viral Phonk Music Mix 2026 TESTOSTERONE GYM PUMP,Global Phonk Empire,https://yt3.ggpht.com/ficKatdq8U3P2AFBrFg7L206EFFWJQ-S-Xh1nd3xINF2Zxf1WFdBgVPKXAmme2l5VgZHqgAIMWY=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/WFijNnoJXkQ/hqdefault_0.jpg?sqp=-oaymwErCNACELwBSFryq4qpAx0IARUAAIhCGAHYAQHiAQoIGBACGAY4AUABuALzGA==&rs=AOn4CLAjmm_mK__CDvBM-Fp51CTmdC5TUw,https://www.youtube.com/watch?v=WFijNnoJXkQ&list=RDWFijNnoJXkQ&start_radio=1&pp=ygULcGhvbmsgc29uZ3OgBwE%3D,522K views,4 months ago
TOP MOST VIRAL PHONK/FUNK 2026 PLAYLIST 🎵 🔥 | TIKTOK PHONK 2026🔥,Twisco,https://yt3.ggpht.com/wNZcYc5q1NqnqUbwzLrYsVtuQNToj7wI93byfjzoo8DTO8mro9cIRYxY81ozSrPdccsM-P_9ig=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/ruEjdzfhOLY/hqdefault_0.jpg?sqp=-oaymwErCNACELwBSFryq4qpAx0IARUAAIhCGAHYAQHiAQoIGBACGAY4AUABuALzGA==&rs=AOn4CLAz1TEVJ_nrQF6_3hYTb01xBOOJhg,https://www.youtube.com/watch?v=ruEjdzfhOLY&list=RDruEjdzfhOLY&start_radio=1&pp=ygULcGhvbmsgc29uZ3OgBwE%3D,1M views,2 months ago
MONTAGEM UNKNOWN – AKXNESHIVA | Brazilian Phonk All Versions Mix,Only#Phonk,https://yt3.ggpht.com/qAse79XCLvJmBvrRmch_oZ07CmCY7pmTIpBfiIa0hky5SgVwZiyzP_YmZNxUHi0y1UuBmOhmDQ=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/bKcFs9q5MgA/hqdefault_6966.jpg?sqp=-oaymwErCNACELwBSFryq4qpAx0IARUAAIhCGAHYAQHiAQoIGBACGAY4AUABuALzGA==&rs=AOn4CLALDbaGMk2qNOGNQcXa8KHjMdDIQw,https://www.youtube.com/watch?v=bKcFs9q5MgA&list=RDbKcFs9q5MgA&start_radio=1&pp=ygULcGhvbmsgc29uZ3OgBwHSBwkJPgsBhyohjO8%3D,3.2M views,4 months ago
